"freq
References : ['S(1,1)','S(2,2)','S(2,1)']
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Real","S(1,1)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(2,2)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg","S(2,1)
References : []
Dependency : [freq]
Num. Points : [901]
Matrix Size : scalar
Type : Complex
Complex Format : Mag/Deg"
14.99 MHz,0.702 / 12.665 ,0.678 / 30.063 ,0.635 / -62.594 
15.00 MHz,0.705 / 12.458 ,0.680 / 29.764 ,0.633 / -62.879 
15.01 MHz,0.707 / 12.252 ,0.683 / 29.465 ,0.630 / -63.162 
15.02 MHz,0.709 / 12.048 ,0.685 / 29.166 ,0.628 / -63.444 
15.03 MHz,0.712 / 11.845 ,0.687 / 28.868 ,0.626 / -63.725 
15.04 MHz,0.714 / 11.643 ,0.689 / 28.571 ,0.624 / -64.004 
15.05 MHz,0.716 / 11.442 ,0.691 / 28.274 ,0.622 / -64.282 
15.06 MHz,0.718 / 11.243 ,0.694 / 27.978 ,0.620 / -64.559 
15.07 MHz,0.721 / 11.045 ,0.696 / 27.682 ,0.618 / -64.835 
15.08 MHz,0.723 / 10.849 ,0.698 / 27.387 ,0.616 / -65.109 
15.09 MHz,0.725 / 10.653 ,0.700 / 27.092 ,0.614 / -65.382 
15.10 MHz,0.727 / 10.459 ,0.702 / 26.798 ,0.612 / -65.654 
15.11 MHz,0.729 / 10.266 ,0.704 / 26.504 ,0.610 / -65.924 
15.12 MHz,0.731 / 10.074 ,0.706 / 26.211 ,0.608 / -66.193 
15.13 MHz,0.733 / 9.884 ,0.708 / 25.919 ,0.606 / -66.461 
15.14 MHz,0.735 / 9.694 ,0.710 / 25.627 ,0.604 / -66.728 
15.15 MHz,0.737 / 9.506 ,0.712 / 25.336 ,0.602 / -66.994 
15.16 MHz,0.739 / 9.319 ,0.714 / 25.045 ,0.600 / -67.258 
15.17 MHz,0.741 / 9.133 ,0.716 / 24.755 ,0.598 / -67.521 
15.18 MHz,0.743 / 8.949 ,0.718 / 24.465 ,0.596 / -67.783 
15.19 MHz,0.745 / 8.765 ,0.719 / 24.176 ,0.594 / -68.044 
15.20 MHz,0.747 / 8.583 ,0.721 / 23.888 ,0.592 / -68.304 
15.21 MHz,0.749 / 8.402 ,0.723 / 23.600 ,0.590 / -68.562 
15.22 MHz,0.751 / 8.221 ,0.725 / 23.313 ,0.588 / -68.820 
15.23 MHz,0.753 / 8.042 ,0.727 / 23.026 ,0.586 / -69.076 
15.24 MHz,0.755 / 7.864 ,0.729 / 22.740 ,0.584 / -69.331 
15.25 MHz,0.757 / 7.687 ,0.730 / 22.455 ,0.582 / -69.585 
15.26 MHz,0.759 / 7.512 ,0.732 / 22.170 ,0.580 / -69.838 
15.27 MHz,0.760 / 7.337 ,0.734 / 21.886 ,0.578 / -70.089 
15.28 MHz,0.762 / 7.163 ,0.736 / 21.603 ,0.577 / -70.340 
15.29 MHz,0.764 / 6.990 ,0.737 / 21.320 ,0.575 / -70.590 
15.30 MHz,0.766 / 6.819 ,0.739 / 21.038 ,0.573 / -70.838 
15.31 MHz,0.767 / 6.648 ,0.741 / 20.756 ,0.571 / -71.086 
15.32 MHz,0.769 / 6.479 ,0.742 / 20.475 ,0.569 / -71.332 
15.33 MHz,0.771 / 6.310 ,0.744 / 20.195 ,0.567 / -71.577 
15.34 MHz,0.773 / 6.143 ,0.746 / 19.915 ,0.565 / -71.821 
15.35 MHz,0.774 / 5.976 ,0.747 / 19.636 ,0.563 / -72.065 
15.36 MHz,0.776 / 5.811 ,0.749 / 19.357 ,0.562 / -72.307 
15.37 MHz,0.777 / 5.646 ,0.751 / 19.080 ,0.560 / -72.548 
15.38 MHz,0.779 / 5.482 ,0.752 / 18.802 ,0.558 / -72.788 
15.39 MHz,0.781 / 5.320 ,0.754 / 18.526 ,0.556 / -73.027 
15.40 MHz,0.782 / 5.158 ,0.755 / 18.250 ,0.554 / -73.265 
15.41 MHz,0.784 / 4.997 ,0.757 / 17.974 ,0.553 / -73.502 
15.42 MHz,0.785 / 4.837 ,0.758 / 17.700 ,0.551 / -73.739 
15.43 MHz,0.787 / 4.678 ,0.760 / 17.426 ,0.549 / -73.974 
15.44 MHz,0.789 / 4.520 ,0.761 / 17.152 ,0.547 / -74.208 
15.45 MHz,0.790 / 4.363 ,0.763 / 16.879 ,0.545 / -74.441 
15.46 MHz,0.792 / 4.207 ,0.764 / 16.607 ,0.544 / -74.673 
15.47 MHz,0.793 / 4.052 ,0.766 / 16.335 ,0.542 / -74.905 
15.48 MHz,0.795 / 3.897 ,0.767 / 16.064 ,0.540 / -75.135 
15.49 MHz,0.796 / 3.744 ,0.769 / 15.794 ,0.538 / -75.364 
15.50 MHz,0.797 / 3.591 ,0.770 / 15.524 ,0.537 / -75.593 
15.51 MHz,0.799 / 3.440 ,0.772 / 15.255 ,0.535 / -75.821 
15.52 MHz,0.800 / 3.289 ,0.773 / 14.987 ,0.533 / -76.047 
15.53 MHz,0.802 / 3.139 ,0.774 / 14.719 ,0.532 / -76.273 
15.54 MHz,0.803 / 2.989 ,0.776 / 14.452 ,0.530 / -76.498 
15.55 MHz,0.804 / 2.841 ,0.777 / 14.185 ,0.528 / -76.722 
15.56 MHz,0.806 / 2.693 ,0.778 / 13.919 ,0.526 / -76.945 
15.57 MHz,0.807 / 2.547 ,0.780 / 13.654 ,0.525 / -77.167 
15.58 MHz,0.809 / 2.401 ,0.781 / 13.389 ,0.523 / -77.388 
15.59 MHz,0.810 / 2.256 ,0.782 / 13.125 ,0.521 / -77.609 
15.60 MHz,0.811 / 2.111 ,0.784 / 12.861 ,0.520 / -77.828 
15.61 MHz,0.813 / 1.968 ,0.785 / 12.598 ,0.518 / -78.047 
15.62 MHz,0.814 / 1.825 ,0.786 / 12.336 ,0.516 / -78.265 
15.63 MHz,0.815 / 1.683 ,0.788 / 12.075 ,0.515 / -78.482 
15.64 MHz,0.816 / 1.542 ,0.789 / 11.813 ,0.513 / -78.698 
15.65 MHz,0.818 / 1.401 ,0.790 / 11.553 ,0.512 / -78.913 
15.66 MHz,0.819 / 1.262 ,0.791 / 11.293 ,0.510 / -79.128 
15.67 MHz,0.820 / 1.123 ,0.793 / 11.034 ,0.508 / -79.342 
15.68 MHz,0.821 / 0.985 ,0.794 / 10.775 ,0.507 / -79.555 
15.69 MHz,0.823 / 0.847 ,0.795 / 10.517 ,0.505 / -79.767 
15.70 MHz,0.824 / 0.711 ,0.796 / 10.260 ,0.504 / -79.978 
15.71 MHz,0.825 / 0.575 ,0.797 / 10.003 ,0.502 / -80.188 
15.72 MHz,0.826 / 0.440 ,0.799 / 9.747 ,0.500 / -80.398 
15.73 MHz,0.827 / 0.305 ,0.800 / 9.491 ,0.499 / -80.607 
15.74 MHz,0.829 / 0.171 ,0.801 / 9.236 ,0.497 / -80.815 
15.75 MHz,0.830 / 0.038 ,0.802 / 8.982 ,0.496 / -81.023 
15.76 MHz,0.831 / -0.094 ,0.803 / 8.728 ,0.494 / -81.229 
15.77 MHz,0.832 / -0.226 ,0.804 / 8.475 ,0.493 / -81.435 
15.78 MHz,0.833 / -0.357 ,0.806 / 8.222 ,0.491 / -81.640 
15.79 MHz,0.834 / -0.487 ,0.807 / 7.970 ,0.490 / -81.844 
15.80 MHz,0.835 / -0.617 ,0.808 / 7.719 ,0.488 / -82.048 
15.81 MHz,0.836 / -0.746 ,0.809 / 7.468 ,0.487 / -82.251 
15.82 MHz,0.837 / -0.874 ,0.810 / 7.217 ,0.485 / -82.453 
15.83 MHz,0.839 / -1.002 ,0.811 / 6.968 ,0.484 / -82.654 
15.84 MHz,0.840 / -1.129 ,0.812 / 6.718 ,0.482 / -82.855 
15.85 MHz,0.841 / -1.255 ,0.813 / 6.470 ,0.481 / -83.055 
15.86 MHz,0.842 / -1.381 ,0.814 / 6.222 ,0.479 / -83.254 
15.87 MHz,0.843 / -1.506 ,0.815 / 5.974 ,0.478 / -83.452 
15.88 MHz,0.844 / -1.630 ,0.816 / 5.728 ,0.476 / -83.650 
15.89 MHz,0.845 / -1.754 ,0.817 / 5.481 ,0.475 / -83.847 
15.90 MHz,0.846 / -1.877 ,0.818 / 5.236 ,0.473 / -84.043 
15.91 MHz,0.847 / -2.000 ,0.819 / 4.991 ,0.472 / -84.239 
15.92 MHz,0.848 / -2.122 ,0.820 / 4.746 ,0.470 / -84.434 
15.93 MHz,0.849 / -2.243 ,0.821 / 4.502 ,0.469 / -84.628 
15.94 MHz,0.850 / -2.364 ,0.822 / 4.259 ,0.468 / -84.822 
15.95 MHz,0.851 / -2.484 ,0.823 / 4.016 ,0.466 / -85.015 
15.96 MHz,0.852 / -2.604 ,0.824 / 3.773 ,0.465 / -85.207 
15.97 MHz,0.853 / -2.723 ,0.825 / 3.532 ,0.463 / -85.399 
15.98 MHz,0.854 / -2.841 ,0.826 / 3.290 ,0.462 / -85.590 
15.99 MHz,0.855 / -2.959 ,0.827 / 3.050 ,0.460 / -85.780 
16.00 MHz,0.855 / -3.076 ,0.828 / 2.810 ,0.459 / -85.970 
16.01 MHz,0.856 / -3.193 ,0.829 / 2.570 ,0.458 / -86.159 
16.02 MHz,0.857 / -3.309 ,0.830 / 2.331 ,0.456 / -86.347 
16.03 MHz,0.858 / -3.425 ,0.831 / 2.093 ,0.455 / -86.535 
16.04 MHz,0.859 / -3.540 ,0.832 / 1.855 ,0.454 / -86.722 
16.05 MHz,0.860 / -3.654 ,0.833 / 1.618 ,0.452 / -86.908 
16.06 MHz,0.861 / -3.768 ,0.834 / 1.381 ,0.451 / -87.094 
16.07 MHz,0.862 / -3.881 ,0.835 / 1.144 ,0.450 / -87.279 
16.08 MHz,0.863 / -3.994 ,0.835 / 0.909 ,0.448 / -87.464 
16.09 MHz,0.863 / -4.106 ,0.836 / 0.674 ,0.447 / -87.648 
16.10 MHz,0.864 / -4.218 ,0.837 / 0.439 ,0.445 / -87.831 
16.11 MHz,0.865 / -4.329 ,0.838 / 0.205 ,0.444 / -88.014 
16.12 MHz,0.866 / -4.440 ,0.839 / -0.029 ,0.443 / -88.196 
16.13 MHz,0.867 / -4.550 ,0.840 / -0.262 ,0.442 / -88.378 
16.14 MHz,0.868 / -4.660 ,0.841 / -0.494 ,0.440 / -88.559 
16.15 MHz,0.868 / -4.769 ,0.841 / -0.726 ,0.439 / -88.739 
16.16 MHz,0.869 / -4.878 ,0.842 / -0.958 ,0.438 / -88.919 
16.17 MHz,0.870 / -4.986 ,0.843 / -1.189 ,0.436 / -89.098 
16.18 MHz,0.871 / -5.094 ,0.844 / -1.419 ,0.435 / -89.277 
16.19 MHz,0.872 / -5.201 ,0.845 / -1.649 ,0.434 / -89.455 
16.20 MHz,0.872 / -5.308 ,0.846 / -1.879 ,0.432 / -89.632 
16.21 MHz,0.873 / -5.414 ,0.846 / -2.107 ,0.431 / -89.809 
16.22 MHz,0.874 / -5.520 ,0.847 / -2.336 ,0.430 / -89.985 
16.23 MHz,0.875 / -5.625 ,0.848 / -2.564 ,0.429 / -90.161 
16.24 MHz,0.876 / -5.730 ,0.849 / -2.791 ,0.427 / -90.336 
16.25 MHz,0.876 / -5.834 ,0.849 / -3.018 ,0.426 / -90.511 
16.26 MHz,0.877 / -5.938 ,0.850 / -3.244 ,0.425 / -90.685 
16.27 MHz,0.878 / -6.041 ,0.851 / -3.470 ,0.424 / -90.859 
16.28 MHz,0.879 / -6.144 ,0.852 / -3.695 ,0.422 / -91.032 
16.29 MHz,0.879 / -6.247 ,0.853 / -3.920 ,0.421 / -91.204 
16.30 MHz,0.880 / -6.349 ,0.853 / -4.144 ,0.420 / -91.376 
16.31 MHz,0.881 / -6.450 ,0.854 / -4.368 ,0.419 / -91.547 
16.32 MHz,0.881 / -6.551 ,0.855 / -4.592 ,0.418 / -91.718 
16.33 MHz,0.882 / -6.652 ,0.856 / -4.814 ,0.416 / -91.888 
16.34 MHz,0.883 / -6.752 ,0.856 / -5.037 ,0.415 / -92.058 
16.35 MHz,0.884 / -6.852 ,0.857 / -5.259 ,0.414 / -92.228 
16.36 MHz,0.884 / -6.951 ,0.858 / -5.480 ,0.413 / -92.396 
16.37 MHz,0.885 / -7.050 ,0.858 / -5.701 ,0.412 / -92.565 
16.38 MHz,0.886 / -7.149 ,0.859 / -5.921 ,0.410 / -92.732 
16.39 MHz,0.886 / -7.247 ,0.860 / -6.141 ,0.409 / -92.900 
16.40 MHz,0.887 / -7.345 ,0.861 / -6.360 ,0.408 / -93.066 
16.41 MHz,0.888 / -7.442 ,0.861 / -6.579 ,0.407 / -93.232 
16.42 MHz,0.888 / -7.539 ,0.862 / -6.798 ,0.406 / -93.398 
16.43 MHz,0.889 / -7.635 ,0.863 / -7.016 ,0.405 / -93.563 
16.44 MHz,0.890 / -7.731 ,0.863 / -7.233 ,0.403 / -93.728 
16.45 MHz,0.890 / -7.827 ,0.864 / -7.450 ,0.402 / -93.892 
16.46 MHz,0.891 / -7.922 ,0.865 / -7.667 ,0.401 / -94.056 
16.47 MHz,0.891 / -8.017 ,0.865 / -7.883 ,0.400 / -94.219 
16.48 MHz,0.892 / -8.112 ,0.866 / -8.098 ,0.399 / -94.382 
16.49 MHz,0.893 / -8.206 ,0.867 / -8.313 ,0.398 / -94.544 
16.50 MHz,0.893 / -8.299 ,0.867 / -8.528 ,0.397 / -94.706 
16.51 MHz,0.894 / -8.393 ,0.868 / -8.742 ,0.396 / -94.868 
16.52 MHz,0.895 / -8.485 ,0.869 / -8.956 ,0.394 / -95.028 
16.53 MHz,0.895 / -8.578 ,0.869 / -9.169 ,0.393 / -95.189 
16.54 MHz,0.896 / -8.670 ,0.870 / -9.382 ,0.392 / -95.349 
16.55 MHz,0.896 / -8.762 ,0.870 / -9.594 ,0.391 / -95.508 
16.56 MHz,0.897 / -8.853 ,0.871 / -9.806 ,0.390 / -95.667 
16.57 MHz,0.898 / -8.944 ,0.872 / -10.017 ,0.389 / -95.826 
16.58 MHz,0.898 / -9.035 ,0.872 / -10.228 ,0.388 / -95.984 
16.59 MHz,0.899 / -9.125 ,0.873 / -10.439 ,0.387 / -96.141 
16.60 MHz,0.899 / -9.215 ,0.874 / -10.649 ,0.386 / -96.299 
16.61 MHz,0.900 / -9.305 ,0.874 / -10.858 ,0.385 / -96.455 
16.62 MHz,0.900 / -9.394 ,0.875 / -11.067 ,0.384 / -96.612 
16.63 MHz,0.901 / -9.483 ,0.875 / -11.276 ,0.382 / -96.767 
16.64 MHz,0.902 / -9.571 ,0.876 / -11.484 ,0.381 / -96.923 
16.65 MHz,0.902 / -9.660 ,0.877 / -11.692 ,0.380 / -97.078 
16.66 MHz,0.903 / -9.747 ,0.877 / -11.899 ,0.379 / -97.232 
16.67 MHz,0.903 / -9.835 ,0.878 / -12.106 ,0.378 / -97.386 
16.68 MHz,0.904 / -9.922 ,0.878 / -12.313 ,0.377 / -97.540 
16.69 MHz,0.904 / -10.009 ,0.879 / -12.519 ,0.376 / -97.693 
16.70 MHz,0.905 / -10.095 ,0.879 / -12.724 ,0.375 / -97.846 
16.71 MHz,0.905 / -10.182 ,0.880 / -12.929 ,0.374 / -97.998 
16.72 MHz,0.906 / -10.267 ,0.881 / -13.134 ,0.373 / -98.150 
16.73 MHz,0.906 / -10.353 ,0.881 / -13.338 ,0.372 / -98.302 
16.74 MHz,0.907 / -10.438 ,0.882 / -13.542 ,0.371 / -98.453 
16.75 MHz,0.907 / -10.523 ,0.882 / -13.745 ,0.370 / -98.604 
16.76 MHz,0.908 / -10.607 ,0.883 / -13.948 ,0.369 / -98.754 
16.77 MHz,0.908 / -10.691 ,0.883 / -14.151 ,0.368 / -98.904 
16.78 MHz,0.909 / -10.775 ,0.884 / -14.353 ,0.367 / -99.053 
16.79 MHz,0.909 / -10.859 ,0.884 / -14.555 ,0.366 / -99.202 
16.80 MHz,0.910 / -10.942 ,0.885 / -14.756 ,0.365 / -99.351 
16.81 MHz,0.910 / -11.025 ,0.885 / -14.957 ,0.364 / -99.499 
16.82 MHz,0.911 / -11.108 ,0.886 / -15.157 ,0.363 / -99.647 
16.83 MHz,0.911 / -11.190 ,0.886 / -15.357 ,0.362 / -99.794 
16.84 MHz,0.912 / -11.272 ,0.887 / -15.557 ,0.361 / -99.941 
16.85 MHz,0.912 / -11.354 ,0.887 / -15.756 ,0.360 / -100.088 
16.86 MHz,0.913 / -11.435 ,0.888 / -15.954 ,0.359 / -100.234 
16.87 MHz,0.913 / -11.516 ,0.889 / -16.153 ,0.358 / -100.380 
16.88 MHz,0.914 / -11.597 ,0.889 / -16.351 ,0.357 / -100.526 
16.89 MHz,0.914 / -11.678 ,0.890 / -16.548 ,0.356 / -100.671 
16.90 MHz,0.915 / -11.758 ,0.890 / -16.745 ,0.355 / -100.815 
16.91 MHz,0.915 / -11.838 ,0.891 / -16.942 ,0.354 / -100.960 
16.92 MHz,0.916 / -11.918 ,0.891 / -17.138 ,0.353 / -101.104 
16.93 MHz,0.916 / -11.997 ,0.892 / -17.334 ,0.352 / -101.247 
16.94 MHz,0.917 / -12.076 ,0.892 / -17.529 ,0.351 / -101.390 
16.95 MHz,0.917 / -12.155 ,0.892 / -17.724 ,0.351 / -101.533 
16.96 MHz,0.917 / -12.233 ,0.893 / -17.919 ,0.350 / -101.675 
16.97 MHz,0.918 / -12.312 ,0.893 / -18.113 ,0.349 / -101.817 
16.98 MHz,0.918 / -12.390 ,0.894 / -18.306 ,0.348 / -101.959 
16.99 MHz,0.919 / -12.467 ,0.894 / -18.500 ,0.347 / -102.100 
17.00 MHz,0.919 / -12.545 ,0.895 / -18.693 ,0.346 / -102.241 
17.01 MHz,0.920 / -12.622 ,0.895 / -18.885 ,0.345 / -102.382 
17.02 MHz,0.920 / -12.699 ,0.896 / -19.077 ,0.344 / -102.522 
17.03 MHz,0.920 / -12.775 ,0.896 / -19.269 ,0.343 / -102.662 
17.04 MHz,0.921 / -12.852 ,0.897 / -19.461 ,0.342 / -102.801 
17.05 MHz,0.921 / -12.928 ,0.897 / -19.652 ,0.341 / -102.941 
17.06 MHz,0.922 / -13.004 ,0.898 / -19.842 ,0.341 / -103.079 
17.07 MHz,0.922 / -13.079 ,0.898 / -20.032 ,0.340 / -103.218 
17.08 MHz,0.922 / -13.155 ,0.899 / -20.222 ,0.339 / -103.356 
17.09 MHz,0.923 / -13.230 ,0.899 / -20.411 ,0.338 / -103.494 
17.10 MHz,0.923 / -13.304 ,0.899 / -20.600 ,0.337 / -103.631 
17.11 MHz,0.924 / -13.379 ,0.900 / -20.789 ,0.336 / -103.768 
17.12 MHz,0.924 / -13.453 ,0.900 / -20.977 ,0.335 / -103.905 
17.13 MHz,0.924 / -13.527 ,0.901 / -21.165 ,0.334 / -104.041 
17.14 MHz,0.925 / -13.601 ,0.901 / -21.353 ,0.333 / -104.177 
17.15 MHz,0.925 / -13.675 ,0.902 / -21.540 ,0.333 / -104.312 
17.16 MHz,0.926 / -13.748 ,0.902 / -21.726 ,0.332 / -104.448 
17.17 MHz,0.926 / -13.821 ,0.902 / -21.913 ,0.331 / -104.583 
17.18 MHz,0.926 / -13.894 ,0.903 / -22.099 ,0.330 / -104.717 
17.19 MHz,0.927 / -13.966 ,0.903 / -22.284 ,0.329 / -104.852 
17.20 MHz,0.927 / -14.039 ,0.904 / -22.469 ,0.328 / -104.986 
17.21 MHz,0.928 / -14.111 ,0.904 / -22.654 ,0.327 / -105.119 
17.22 MHz,0.928 / -14.183 ,0.904 / -22.838 ,0.327 / -105.252 
17.23 MHz,0.928 / -14.254 ,0.905 / -23.023 ,0.326 / -105.385 
17.24 MHz,0.929 / -14.326 ,0.905 / -23.206 ,0.325 / -105.518 
17.25 MHz,0.929 / -14.397 ,0.906 / -23.389 ,0.324 / -105.650 
17.26 MHz,0.929 / -14.468 ,0.906 / -23.572 ,0.323 / -105.782 
17.27 MHz,0.930 / -14.539 ,0.907 / -23.755 ,0.322 / -105.914 
17.28 MHz,0.930 / -14.609 ,0.907 / -23.937 ,0.322 / -106.045 
17.29 MHz,0.930 / -14.679 ,0.907 / -24.119 ,0.321 / -106.176 
17.30 MHz,0.931 / -14.749 ,0.908 / -24.300 ,0.320 / -106.307 
17.31 MHz,0.931 / -14.819 ,0.908 / -24.481 ,0.319 / -106.437 
17.32 MHz,0.931 / -14.889 ,0.908 / -24.662 ,0.318 / -106.567 
17.33 MHz,0.932 / -14.958 ,0.909 / -24.842 ,0.318 / -106.697 
17.34 MHz,0.932 / -15.027 ,0.909 / -25.022 ,0.317 / -106.827 
17.35 MHz,0.932 / -15.096 ,0.910 / -25.202 ,0.316 / -106.956 
17.36 MHz,0.933 / -15.165 ,0.910 / -25.381 ,0.315 / -107.085 
17.37 MHz,0.933 / -15.234 ,0.910 / -25.560 ,0.314 / -107.213 
17.38 MHz,0.933 / -15.302 ,0.911 / -25.739 ,0.314 / -107.341 
17.39 MHz,0.934 / -15.370 ,0.911 / -25.917 ,0.313 / -107.469 
17.40 MHz,0.934 / -15.438 ,0.911 / -26.094 ,0.312 / -107.597 
17.41 MHz,0.934 / -15.506 ,0.912 / -26.272 ,0.311 / -107.724 
17.42 MHz,0.935 / -15.573 ,0.912 / -26.449 ,0.310 / -107.851 
17.43 MHz,0.935 / -15.640 ,0.913 / -26.626 ,0.310 / -107.978 
17.44 MHz,0.935 / -15.707 ,0.913 / -26.802 ,0.309 / -108.104 
17.45 MHz,0.936 / -15.774 ,0.913 / -26.978 ,0.308 / -108.230 
17.46 MHz,0.936 / -15.841 ,0.914 / -27.154 ,0.307 / -108.356 
17.47 MHz,0.936 / -15.907 ,0.914 / -27.329 ,0.307 / -108.481 
17.48 MHz,0.937 / -15.973 ,0.914 / -27.504 ,0.306 / -108.606 
17.49 MHz,0.937 / -16.039 ,0.915 / -27.679 ,0.305 / -108.731 
17.50 MHz,0.937 / -16.105 ,0.915 / -27.853 ,0.304 / -108.856 
17.51 MHz,0.938 / -16.171 ,0.915 / -28.027 ,0.304 / -108.980 
17.52 MHz,0.938 / -16.236 ,0.916 / -28.200 ,0.303 / -109.104 
17.53 MHz,0.938 / -16.302 ,0.916 / -28.374 ,0.302 / -109.228 
17.54 MHz,0.939 / -16.367 ,0.916 / -28.546 ,0.301 / -109.351 
17.55 MHz,0.939 / -16.432 ,0.917 / -28.719 ,0.301 / -109.475 
17.56 MHz,0.939 / -16.496 ,0.917 / -28.891 ,0.300 / -109.597 
17.57 MHz,0.939 / -16.561 ,0.917 / -29.063 ,0.299 / -109.720 
17.58 MHz,0.940 / -16.625 ,0.918 / -29.235 ,0.298 / -109.842 
17.59 MHz,0.940 / -16.689 ,0.918 / -29.406 ,0.298 / -109.964 
17.60 MHz,0.940 / -16.753 ,0.918 / -29.577 ,0.297 / -110.086 
17.61 MHz,0.941 / -16.817 ,0.919 / -29.747 ,0.296 / -110.207 
17.62 MHz,0.941 / -16.881 ,0.919 / -29.917 ,0.295 / -110.329 
17.63 MHz,0.941 / -16.944 ,0.919 / -30.087 ,0.295 / -110.450 
17.64 MHz,0.941 / -17.007 ,0.920 / -30.256 ,0.294 / -110.570 
17.65 MHz,0.942 / -17.070 ,0.920 / -30.426 ,0.293 / -110.690 
17.66 MHz,0.942 / -17.133 ,0.920 / -30.594 ,0.293 / -110.811 
17.67 MHz,0.942 / -17.196 ,0.921 / -30.763 ,0.292 / -110.930 
17.68 MHz,0.943 / -17.258 ,0.921 / -30.931 ,0.291 / -111.050 
17.69 MHz,0.943 / -17.320 ,0.921 / -31.099 ,0.290 / -111.169 
17.70 MHz,0.943 / -17.383 ,0.922 / -31.266 ,0.290 / -111.288 
17.71 MHz,0.943 / -17.445 ,0.922 / -31.433 ,0.289 / -111.407 
17.72 MHz,0.944 / -17.506 ,0.922 / -31.600 ,0.288 / -111.525 
17.73 MHz,0.944 / -17.568 ,0.923 / -31.767 ,0.288 / -111.643 
17.74 MHz,0.944 / -17.629 ,0.923 / -31.933 ,0.287 / -111.761 
17.75 MHz,0.944 / -17.691 ,0.923 / -32.099 ,0.286 / -111.879 
17.76 MHz,0.945 / -17.752 ,0.923 / -32.264 ,0.285 / -111.996 
17.77 MHz,0.945 / -17.813 ,0.924 / -32.429 ,0.285 / -112.114 
17.78 MHz,0.945 / -17.873 ,0.924 / -32.594 ,0.284 / -112.230 
17.79 MHz,0.945 / -17.934 ,0.924 / -32.759 ,0.283 / -112.347 
17.80 MHz,0.946 / -17.995 ,0.925 / -32.923 ,0.283 / -112.463 
17.81 MHz,0.946 / -18.055 ,0.925 / -33.087 ,0.282 / -112.579 
17.82 MHz,0.946 / -18.115 ,0.925 / -33.250 ,0.281 / -112.695 
17.83 MHz,0.946 / -18.175 ,0.926 / -33.414 ,0.281 / -112.811 
17.84 MHz,0.947 / -18.235 ,0.926 / -33.577 ,0.280 / -112.926 
17.85 MHz,0.947 / -18.294 ,0.926 / -33.739 ,0.279 / -113.041 
17.86 MHz,0.947 / -18.354 ,0.926 / -33.901 ,0.279 / -113.156 
17.87 MHz,0.947 / -18.413 ,0.927 / -34.063 ,0.278 / -113.271 
17.88 MHz,0.948 / -18.472 ,0.927 / -34.225 ,0.277 / -113.385 
17.89 MHz,0.948 / -18.531 ,0.927 / -34.386 ,0.277 / -113.499 
17.90 MHz,0.948 / -18.590 ,0.928 / -34.547 ,0.276 / -113.613 
17.91 MHz,0.948 / -18.649 ,0.928 / -34.708 ,0.275 / -113.726 
17.92 MHz,0.949 / -18.707 ,0.928 / -34.869 ,0.275 / -113.840 
17.93 MHz,0.949 / -18.766 ,0.928 / -35.029 ,0.274 / -113.953 
17.94 MHz,0.949 / -18.824 ,0.929 / -35.188 ,0.273 / -114.065 
17.95 MHz,0.949 / -18.882 ,0.929 / -35.348 ,0.273 / -114.178 
17.96 MHz,0.950 / -18.940 ,0.929 / -35.507 ,0.272 / -114.290 
17.97 MHz,0.950 / -18.998 ,0.929 / -35.666 ,0.272 / -114.402 
17.98 MHz,0.950 / -19.055 ,0.930 / -35.824 ,0.271 / -114.514 
17.99 MHz,0.950 / -19.113 ,0.930 / -35.983 ,0.270 / -114.626 
18.00 MHz,0.950 / -19.170 ,0.930 / -36.141 ,0.270 / -114.737 
